Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/09/2014,"Apartment 309 The Edges, Block C2, Sandyford",Dublin 18,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"11 DRYNAM RISE, DRYNHAM HALL, KINSEALY",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"43 Burnell Green, Northern Cross, Malahide Road",Dublin 17,Dublin,"€132,787.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/11/2013,"41b crossneen manor, leighlin road, carlow",,Carlow,"€82,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2021,"13 NEWTOWN PARK, TRAMORE",,Waterford,"€610,000.00",No,Yes,New Dwelling house /Apartment,
10/12/2014,"APT 14, SOUTH CHANNEL COURT, SOUTH TERRACE",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2020,"11 OLDE MILL STONE, KILLALA ROAD, BALLINA",,Mayo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"22 The Avenue, Broadmeadow Vale, Ratoath",,Meath,"€365,638.00",No,Yes,New Dwelling house /Apartment,
03/11/2017,"25 Hamilton Avenue, Mount Hamilton, Carrick Road",,Louth,"€185,022.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/07/2017,"5 ASHFIELD, KILKENNY",,Kilkenny,"€292,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2014,"27 RADCLIFFE HALL, ST JOHNS RD, DUBLIN 4",,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2014,"67 ABBEY VALE, CORBALLY, LIMERICK",,Limerick,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2014,"14 PALACE CRESCENT, LONGFORD, LONGFORD",,Longford,"€26,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2019,"41 CLOONEEN PARK, MANORHAMILTON, LEITRIM",,Leitrim,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2018,"57 Carton Wood, Dublin Road, mA",,Kildare,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2020,"23 APPOLLONIAN SUITES, GALLWEYS HILL, TRAMORE",,Waterford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2017,"4 Sooreeney, Sixmilebridge",,Clare,"€316,079.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/08/2010,"Clone, Kilmoganny",,Kilkenny,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2013,"16 Shanrath Road, Castledermot Road, Athy",,Kildare,"€88,107.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/08/2013,"29 Delvin Banks, Naul",,Dublin,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/06/2012,"23 Willowbank Drive, Rathfarnham, Dublin 16",,Dublin,"€377,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2018,"15 BEECH WOOD, PROSPECT WOOD, LONGFORD",,Longford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2016,"3 CHAPEL LANE, BLACKABBEY GATE, ADARE",,Limerick,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2015,"24 Dermot Street, Clongriffin",Dublin 13,Dublin,"€242,290.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/10/2012,"18 ORourke Park, Sallynoggin, Dunlaoghaire",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2019,"UPPER LEA, PORTARLINGTON, COUNTY LAOIS",,Laois,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2019,"76 TRINITY ST, DROGHEDA, LOUTH",,Louth,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2020,"3 KILMAINHAMWOOD, KELLS, MEATH",,Meath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2014,"12 The Mews, Clover Meadows, Ferrybank",,Kilkenny,"€50,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2021,"MILLTOWN, BALLYSIMON, LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"HAMLETWOOD LODGE, HAMLET LANE, BALBRIGGEN",,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"3 ROSMEEN, MILLMOUNT RD, MULLINGAR",,Westmeath,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"16 ASHFIELD GREEN, BALBRIGGAN, DUBLIN",,Dublin,"€243,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2016,"21 REHOBOTH PLACE, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"76 ALEXANDRA WALK, ABBEYLANDS, CLANE",,Kildare,"€212,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"18 ANNFIELD LAWN, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2021,"2 MOUNT PLEASANT AVE, WOLFE TONE ST, LIMERICK",,Limerick,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"62 LAUREL GROVE, TAGOAT, ROSSLARE HARBOUR",,Wexford,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2014,"23 PEYTON DRIVE, STONEY ROAD, RATHCOOLE",,Dublin,"€319,170.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/12/2018,"20 THE WEAVERS, TRUSK RD, BALLYBOFEY",,Donegal,"€137,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/02/2021,"36 SMITHFIELD LOFT, KING ST NORTH, DUBLIN 7",Dublin 7,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"19 CASTLEKNOCK CROSS, CCASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€275,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/12/2016,"58 CARRIGEEN ESTATE, CLONMEL, CO TIPPERARY",,Tipperary,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2011,"48 Kilgobbin Heights, Stepaside",,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2017,"19 FOALIES BRIDGE, GREATHILL, BELTURBET",,Cavan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2016,"117 RICHMOND RD, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2018,"APT 16, HARBOUR POINT, THE QUAYS",,Longford,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2020,"112 Castlefield Hall, Clonsilla, Dublin 15",,Dublin,"€411,453.00",No,Yes,New Dwelling house /Apartment,
01/12/2021,"9 The Avenue, Whitefield Hall, Bettystown",,Meath,"€246,696.04",No,Yes,New Dwelling house /Apartment,
22/12/2020,"GREENORE RD, CARLINGFORD, LOUTH",,Louth,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"37 longview mews, millers glen, swords",,Dublin,"€286,343.61",No,Yes,New Dwelling house /Apartment,
18/05/2017,"1 VICTORIA ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"33 SULLANE WEIRS, MACROOM, CORK",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"3 Priory Street, Clongriffin",Dublin 13,Dublin,"€198,237.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
29/11/2013,"THE FARM, CLOONTABONNIV, CONNOLLY",,Clare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"12 THE PINES, FAIRYHOUSE RD, RATOATH",,Meath,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2019,"12 ONWARD CLOSE, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"62 GEORGIAN CLOSE, DROGHEDA, LOUTH",,Louth,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2018,"6 LIOS NA SLI, DUBLIN RD, JOHNSTOWN",,Kilkenny,"€155,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/12/2012,"48 Bertram Court, Cornmarket, Francis Street",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2014,"100 CLUAIN ARRA, NEWCASTLE WEST, LIMERICK",,Limerick,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2015,"109 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD",Dublin 18,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2021,"13 The Downs, Moyglare Hall, Moyglare Road",,Kildare,"€429,514.00",No,Yes,New Dwelling house /Apartment,
28/03/2014,"WILLOWBROOK, BALHEARY RD, SWORDS",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"APT 607 ONE BEACON, BEACON COURT, BLACKTHORN RD DUBLIN 18",Dublin 18,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2021,"8 Parklands Row, Parklands, Citywest",,Dublin,"€303,964.75",No,Yes,New Dwelling house /Apartment,
23/05/2012,"35 Grallow Wood, Abbeyleix",,Laois,"€74,900.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
31/01/2017,"2 VENTRY ROAD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2016,"21 SHIP STREET, DROGHEDA, COUNTY LOUTH",,Louth,"€7,250.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"188 MALAHIDE ROAD, DONNYCARNEY, DUBLIN 3",,Dublin,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2020,"1 ASHLEIGH PARK, COOLCOTTS, WEXFORD",,Wexford,"€191,800.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"1 BISHOPS FIELD, WILLIAMSTOWN RD, WATERFORD",,Waterford,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2021,"2 SYCAMORE RD, RATHNAPISH, CARLOW",,Carlow,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2019,"6 ROCKYTOWN CRESENT, CAUSEWAY RD, BUNCRANA",,Donegal,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2014,"71 LANESBROUGH COURT, FINGLAS EAST, FINGLAS",Dublin 11,Dublin,"€138,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2010,"33 Toorvalley, Moate",,Westmeath,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2017,"34 BEWLEY DRIVE, WILLSBROOK WOODS, LUCAN",,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"9 SCARBH LEATHAN, GREENANE, KANTURK",,Cork,"€149,779.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/03/2018,"75 NORBURY WOOD GREEN, TULLAMORE, CO OFFALY",,Offaly,"€162,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/05/2012,"Bradys Cottage, Old Town",,Wexford,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2013,"32 TORCAIL, PORTMARNOCK",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2019,"Clontygrigny, Ardlougher, Ballyconnell",,Cavan,"€170,000.00",No,Yes,New Dwelling house /Apartment,
31/05/2018,"CLOUGHPISTOL, MAINSTOWN, CARRICK ON SUIR",,Tipperary,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2013,"Deerpark Middle, Ennistymon",,Clare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2015,"26 Barrowville, Kilkenny Road, Carlow",,Carlow,"€220,264.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/06/2014,"38 The Fort, Greencastle",,Donegal,"€123,348.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/07/2015,"WOOD OF O, BALLYDALY, TULLAMORE",,Offaly,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2021,"GRANGECLARE, KILMEAGUE, NAAS",,Kildare,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2014,"13 FRONT FIELD, OAKVIEW VILLAGE, TRALEE",,Kerry,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2015,"22 DROIM NA CILLE, LOUGHREA, GALWAY",,Galway,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2021,"16 FAIRLAWNS, SAVAL PARK RD, DALKEY",,Dublin,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"5 Somerton Mews, Newcastle Road, Lucan",,Dublin,"€339,207.00",No,Yes,New Dwelling house /Apartment,
08/02/2021,"12 OLCOVAR, SHANKILL, DUBLIN",Dublin 18,Dublin,"€45,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/11/2018,"71 CARTRUN BREAC, LISBACH RD, LONGFORD",,Longford,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"15 MOUNTAIN DR, CAMROSS, BALLYMOTE",,Sligo,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2014,"151 SHINDELLA, RATHANGAN, KILDARE",,Kildare,"€52,892.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2014,"108 Kylemore, Schoolhouse Road, Monaleen",,Limerick,"€239,778.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/11/2012,"Apartment 18, Villa Blanchard, Blanchardstown",,Dublin,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2014,"APT 19, BOLTON SQ, DOMINICK ST DUBLIN 1",,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"72 ROSEBERRY HILL RICHARDSTOWN, NEWBRIDGE, KILDARE",,Kildare,"€118,742.67",No,No,Second-Hand Dwelling house /Apartment,
22/11/2013,"BALLYMALOE, SHANNAGARRY, CO CORK",,Cork,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"52 LOHUNDA PARK, CLONSILLA, DUBLIN",Dublin 15,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"14 WESTBURY COURT, SARSFIELD RD, WILTON",,Cork,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2013,"Kilgarvin Glebe, Fardrum, Athlone",,Westmeath,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"2 RIVERVIEW, BRIDGETOWN, LAGHEY",,Donegal,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2018,"21 BEECHPARK, COLLINSTOWN, CO WESTMEATH",,Westmeath,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2020,"2A VALE RD., ARKLOW, CO WICKLOW",,Wicklow,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2012,"Roseville, Salmon Leap, Leixlip",,Kildare,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2014,"17 TURVEY VILLAS, DONABATE, DUBLIN",,Dublin,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"11 Lyreen Close, Mariaville, Maynooth",,Kildare,"€422,907.00",No,Yes,New Dwelling house /Apartment,
07/10/2021,"14 READE TERRACE, ROBERTS HILL, CIRCULAR RD",,Kilkenny,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"DERVER LANE, CARNAROSS, KELLS",,Meath,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"11 CASTLE COURT, CARRIGALINE, CO CORK",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2018,"APT 27, CASTLE COURT, CLANCYS STRAND",,Limerick,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2016,"40 MAELDUIN, DUNSHAUGHLIN, MEATH",,Meath,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2021,"35 BINN BHAN, KNOCKNACARRA, GALWAY",,Galway,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2014,"10 FRY COURT, EXCISE ST, ATHLONE",,Westmeath,"€12,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/04/2011,"111 Leinster Wood South, Carton Demesne, Maynooth",,Kildare,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2019,"BALLYDONAGHMORE, DUNGOURNEY, CORK",,Cork,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2015,"14 MEADOW GATE, GOREY, WEXFORD",,Wexford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"9 MILL FALLS, NEWCASTLE WEST, CO LIMERICK",,Limerick,"€70,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"3 LINTOWN PLACE JOHNSWELL RD, KILKENNY",,Kilkenny,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"58 PARK COURT, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2017,"15 LINDEN COURT, HOUSE 4, GROVE AVE",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2019,"KILLYNEILL, SILVERSTREAM, MONAGHAN",,Monaghan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2012,"6 Glenbourne Grove, Leopardstown Valley, Dublin 18",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2020,"24 LYNWOOD, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2015,"3 THE CUTLERS, PARLIMENT STREET, DUBLIN 2",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2015,"14 ST DECLANS RD, GURRANABRAHER, CORK",,Cork,"€81,800.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"REAR OF 4 & 6 THORNCASTLE ST, RINGSEND, DUBLIN 4",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2015,"67 St. Josephs Avenue, Portarlington",,Offaly,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"9 THE GRANARY, MARKET SQ, TULLAMORE",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2014,"34 ST BENILDUS VILLAS, NAVAN, MEATH",,Meath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2010,"41 Kerdiff Avenue, Naas",,Kildare,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2013,"12 Cuil an Aith, Barna",,Galway,"€238,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2018,"38 DURABHAN, ROSCAM, GALWAY",,Galway,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2014,"CREEVY UPPER, GRANARD, CO.LONGFORD",,Longford,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2021,"4 Elder Heath Lane, Elder Heath, Kiltipper Road",Dublin 24,Dublin,"€285,462.56",No,Yes,New Dwelling house /Apartment,
30/09/2020,"APT 25 MOLAND HOUSE, 10 TALBOT ST, DUBLIN 1",Dublin 1,Dublin,"€255,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"44 CLONMEL RD, GLASNEVIN, DUBLIN 9",Dublin 11,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"NO.1 LISNENAN VIEW, LETTERKENNY, CO. DONEGAL",,Donegal,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2014,"23 ROSSE COURT WAY, BALGADDY RD, LUCAN",,Dublin,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2010,"Brackloon, Castlerea",,Roscommon,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2015,"3 CORRIG PARK, DUN LAOGHAIRE, DUBLIN",,Dublin,"€551,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"9 HERMITAGE GROVE, RUSHBROOKE LINKS, COBH",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2015,"COOLAGH, KILMEAGUE, NAAS",,Kildare,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2016,"72 SPRINGFIELD CRESENT, ROSSMORE VILLAGE, TIPPERARY TOWN",,Tipperary,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2019,"Apartment 39 Crofton Hall, Diswellstown, Castleknock",Dublin 15,Dublin,"€334,801.00",No,Yes,New Dwelling house /Apartment,
21/12/2018,"NO. 1 KILLEAGH GARDENS, KILLEAGH, CO. CORK",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"SLATEYARD HOUSE, BALLYPREACUS, BUNCLODY",,Wexford,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2020,"CASHMORE HOUSE, FERRY RD, BALLYDUFF",,Kerry,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2010,"Brigown, Ballybeg Road, Mitchelstown",,Cork,"€212,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/07/2016,"18 BALLINTYRE DEMENSE, BALLINTYRE HALL, BALLINTEER",Dublin 16,Dublin,"€313,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2017,"21A LOWER CLANBRASSIL STREET, DUBLIN 8",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2013,"23 Collins Avenue, Finglas, Dublin 9",Dublin 9,Dublin,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2016,"2 LANGFORD ROW, CORK, CORK",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2012,"89 Patrician Villas, Stillorgan",,Dublin,"€245,058.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2015,"FURZE HILL, KILCOE, SKIBBEREEN",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2016,"4 GALLAN, DYKE ROAD, GALWAY",,Galway,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2017,"128B MERRION RD, BALLSBRIDGE, DUBLIN 4",,Dublin,"€1,620,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2020,"3 RAYBRIDGE, RATHMULLAN, CO DONEGAL",,Donegal,"€229,000.00",No,Yes,New Dwelling house /Apartment,
26/06/2014,"39 FEARANN RI, DOUGHISKA",,Galway,"€104,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"35A Thomastown Road, Dun Laoghaire",,Dublin,"€436,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2017,"APT 15 CUIRT NA TRA, SALTHILL, GALWAY",,Galway,"€189,300.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2017,"93 GRANGE RD, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,"€405,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2019,"34 BRAYTON PARK, KILCOCK, CO KILDARE",,Kildare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"178 GLANTAN, GOLF LINKS RD, CASTLETROY",,Limerick,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"157 ST HELENS VILLAGE, KILRANE, WEXFORD",,Wexford,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2020,"12 SPARROW RD, DUNLAVIN, WICKLOW",,Wicklow,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"8 COIS TRA, SCHOOL RD, LAHINCH",,Clare,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2016,"5 Phelan Drive West, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,"€259,912.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/04/2021,"1 HOLLOW VIEW, OAKVIEW VILLAGE, TRALEE",,Kerry,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
