DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2016-02-15,"21 rehoboth place, dolphins barn, dublin 8",Dublin 8,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-29,"76 alexandra walk, abbeylands, clane",,Kildare,212500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-31,"18 annfield lawn, castleknock, dublin 15",Dublin 15,Dublin,233000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-07,"2 mount pleasant ave, wolfe tone st, limerick",,Limerick,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-27,"62 laurel grove, tagoat, rosslare harbour",,Wexford,107000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-28,"23 peyton drive, stoney road, rathcoole",,Dublin,319170.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-12-07,"20 the weavers, trusk rd, ballybofey",,Donegal,137500.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-02-17,"36 smithfield loft, king st north, dublin 7",Dublin 7,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-28,"19 castleknock cross, ccastleknock, dublin 15",Dublin 15,Dublin,275000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-12-01,"58 carrigeen estate, clonmel, co tipperary",,Tipperary,55000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-02-02,"48 kilgobbin heights, stepaside",,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-23,"19 foalies bridge, greathill, belturbet",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-29,"117 richmond rd, fairview, dublin 3",Dublin 3,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-08,"apt 16, harbour point, the quays",,Longford,63000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-13,"112 castlefield hall, clonsilla, dublin 15",,Dublin,411453.0,No,Yes,New Dwelling house /Apartment,
2021-12-01,"9 the avenue, whitefield hall, bettystown",,Meath,246696.04,No,Yes,New Dwelling house /Apartment,
2020-12-22,"greenore rd, carlingford, louth",,Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-19,"37 longview mews, millers glen, swords",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,
2017-05-18,"1 victoria st, dublin 8, dublin",Dublin 8,Dublin,39000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-12,"33 sullane weirs, macroom, cork",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-06,"3 priory street, clongriffin",Dublin 13,Dublin,198237.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
2013-11-29,"the farm, cloontabonniv, connolly",,Clare,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-22,"12 the pines, fairyhouse rd, ratoath",,Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-09,"12 onward close, portmarnock, dublin",Dublin 13,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-28,"62 georgian close, drogheda, louth",,Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-12,"6 lios na sli, dublin rd, johnstown",,Kilkenny,155000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2012-12-18,"48 bertram court, cornmarket, francis street",,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-01-31,"100 cluain arra, newcastle west, limerick",,Limerick,62000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-29,"109 cluain shee, aikens village, sandyford",Dublin 18,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-19,"13 the downs, moyglare hall, moyglare road",,Kildare,429514.0,No,Yes,New Dwelling house /Apartment,
2014-03-28,"willowbrook, balheary rd, swords",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-19,"apt 607 one beacon, beacon court, blackthorn rd dublin 18",Dublin 18,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-20,"8 parklands row, parklands, citywest",,Dublin,303964.75,No,Yes,New Dwelling house /Apartment,
2012-05-23,"35 grallow wood, abbeyleix",,Laois,74900.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2017-01-31,"2 ventry road, cabra west, dublin 7",Dublin 7,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-11,"21 ship street, drogheda, county louth",,Louth,7250.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-18,"188 malahide road, donnycarney, dublin 3",,Dublin,332000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-11,"1 ashleigh park, coolcotts, wexford",,Wexford,191800.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-24,"1 bishops field, williamstown rd, waterford",,Waterford,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-06,"2 sycamore rd, rathnapish, carlow",,Carlow,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-20,"6 rockytown cresent, causeway rd, buncrana",,Donegal,144000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-15,"71 lanesbrough court, finglas east, finglas",Dublin 11,Dublin,138500.0,No,No,Second-Hand Dwelling house /Apartment,
2010-07-26,"33 toorvalley, moate",,Westmeath,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-11,"34 bewley drive, willsbrook woods, lucan",,Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-22,"9 scarbh leathan, greenane, kanturk",,Cork,149779.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2018-03-12,"75 norbury wood green, tullamore, co offaly",,Offaly,162000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2012-05-25,"bradys cottage, old town",,Wexford,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-12,"32 torcail, portmarnock",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-28,"clontygrigny, ardlougher, ballyconnell",,Cavan,170000.0,No,Yes,New Dwelling house /Apartment,
2018-05-31,"cloughpistol, mainstown, carrick on suir",,Tipperary,184000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-26,"deerpark middle, ennistymon",,Clare,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-03,"26 barrowville, kilkenny road, carlow",,Carlow,220264.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-06-23,"38 the fort, greencastle",,Donegal,123348.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-07-09,"wood of o, ballydaly, tullamore",,Offaly,267000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-11,"grangeclare, kilmeague, naas",,Kildare,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-03,"13 front field, oakview village, tralee",,Kerry,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-07,"22 droim na cille, loughrea, galway",,Galway,61000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-11,"16 fairlawns, saval park rd, dalkey",,Dublin,850000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-02,"5 somerton mews, newcastle road, lucan",,Dublin,339207.0,No,Yes,New Dwelling house /Apartment,
2021-02-08,"12 olcovar, shankill, dublin",Dublin 18,Dublin,45000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-11-22,"71 cartrun breac, lisbach rd, longford",,Longford,76000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-08,"15 mountain dr, camross, ballymote",,Sligo,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-03,"151 shindella, rathangan, kildare",,Kildare,52892.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-27,"108 kylemore, schoolhouse road, monaleen",,Limerick,239778.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2012-11-06,"apartment 18, villa blanchard, blanchardstown",,Dublin,99000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-21,"apt 19, bolton sq, dominick st dublin 1",,Dublin,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-13,"72 roseberry hill richardstown, newbridge, kildare",,Kildare,118742.67,No,No,Second-Hand Dwelling house /Apartment,
2013-11-22,"ballymaloe, shannagarry, co cork",,Cork,77000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-27,"52 lohunda park, clonsilla, dublin",Dublin 15,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-03,"14 westbury court, sarsfield rd, wilton",,Cork,207000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-20,"kilgarvin glebe, fardrum, athlone",,Westmeath,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-07,"2 riverview, bridgetown, laghey",,Donegal,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-16,"21 beechpark, collinstown, co westmeath",,Westmeath,158000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-30,"2a vale rd., arklow, co wicklow",,Wicklow,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-14,"roseville, salmon leap, leixlip",,Kildare,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-05,"17 turvey villas, donabate, dublin",,Dublin,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-22,"11 lyreen close, mariaville, maynooth",,Kildare,422907.0,No,Yes,New Dwelling house /Apartment,
2021-10-07,"14 reade terrace, roberts hill, circular rd",,Kilkenny,222000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-01,"derver lane, carnaross, kells",,Meath,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-18,"11 castle court, carrigaline, co cork",,Cork,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-20,"apt 27, castle court, clancys strand",,Limerick,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-19,"40 maelduin, dunshaughlin, meath",,Meath,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-01-13,"35 binn bhan, knocknacarra, galway",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-18,"10 fry court, excise st, athlone",,Westmeath,12500.0,Yes,No,Second-Hand Dwelling house /Apartment,
2011-04-20,"111 leinster wood south, carton demesne, maynooth",,Kildare,950000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-24,"ballydonaghmore, dungourney, cork",,Cork,277000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-03,"14 meadow gate, gorey, wexford",,Wexford,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-13,"9 mill falls, newcastle west, co limerick",,Limerick,70500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-01,"3 lintown place johnswell rd, kilkenny",,Kilkenny,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-23,"58 park court, sandymount, dublin 4",Dublin 4,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-27,"15 linden court, house 4, grove ave",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-18,"killyneill, silverstream, monaghan",,Monaghan,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-01,"6 glenbourne grove, leopardstown valley, dublin 18",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-06,"24 lynwood, dundrum, dublin 16",Dublin 16,Dublin,825000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-07,"3 the cutlers, parliment street, dublin 2",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-10,"14 st declans rd, gurranabraher, cork",,Cork,81800.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-14,"rear of 4 & 6 thorncastle st, ringsend, dublin 4",,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-11-04,"67 st. josephs avenue, portarlington",,Offaly,62000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-18,"9 the granary, market sq, tullamore",,Offaly,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-27,"34 st benildus villas, navan, meath",,Meath,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-07-29,"41 kerdiff avenue, naas",,Kildare,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-11,"12 cuil an aith, barna",,Galway,238500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-09,"38 durabhan, roscam, galway",,Galway,238000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-25,"creevy upper, granard, co.longford",,Longford,44000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-28,"4 elder heath lane, elder heath, kiltipper road",Dublin 24,Dublin,285462.56,No,Yes,New Dwelling house /Apartment,
2020-09-30,"apt 25 moland house, 10 talbot st, dublin 1",Dublin 1,Dublin,255500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-17,"44 clonmel rd, glasnevin, dublin 9",Dublin 11,Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-11,"no.1 lisnenan view, letterkenny, co. donegal",,Donegal,82000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-24,"23 rosse court way, balgaddy rd, lucan",,Dublin,89000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-08-23,"brackloon, castlerea",,Roscommon,98000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-04,"3 corrig park, dun laoghaire, dublin",,Dublin,551000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-29,"9 hermitage grove, rushbrooke links, cobh",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-02,"coolagh, kilmeague, naas",,Kildare,345000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-02,"72 springfield cresent, rossmore village, tipperary town",,Tipperary,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-08,"apartment 39 crofton hall, diswellstown, castleknock",Dublin 15,Dublin,334801.0,No,Yes,New Dwelling house /Apartment,
2018-12-21,"no. 1 killeagh gardens, killeagh, co. cork",,Cork,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-14,"slateyard house, ballypreacus, bunclody",,Wexford,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-09,"cashmore house, ferry rd, ballyduff",,Kerry,132000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-05-21,"brigown, ballybeg road, mitchelstown",,Cork,212000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2016-07-12,"18 ballintyre demense, ballintyre hall, ballinteer",Dublin 16,Dublin,313000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-06,"21a lower clanbrassil street, dublin 8",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-20,"23 collins avenue, finglas, dublin 9",Dublin 9,Dublin,99000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-06,"2 langford row, cork, cork",,Cork,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-11,"89 patrician villas, stillorgan",,Dublin,245058.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-08,"furze hill, kilcoe, skibbereen",,Cork,325000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-01,"4 gallan, dyke road, galway",,Galway,137000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-22,"128b merrion rd, ballsbridge, dublin 4",,Dublin,1620000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-03,"3 raybridge, rathmullan, co donegal",,Donegal,229000.0,No,Yes,New Dwelling house /Apartment,
2014-06-26,"39 fearann ri, doughiska",,Galway,104000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-19,"35a thomastown road, dun laoghaire",,Dublin,436500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-26,"apt 15 cuirt na tra, salthill, galway",,Galway,189300.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-10,"93 grange rd, baldoyle, dublin 13",Dublin 13,Dublin,405500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-28,"34 brayton park, kilcock, co kildare",,Kildare,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-08,"178 glantan, golf links rd, castletroy",,Limerick,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-04-18,"157 st helens village, kilrane, wexford",,Wexford,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-18,"12 sparrow rd, dunlavin, wicklow",,Wicklow,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-01,"8 cois tra, school rd, lahinch",,Clare,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-20,"5 phelan drive west, royal canal park, ratoath road",Dublin 15,Dublin,259912.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-04-15,"1 hollow view, oakview village, tralee",,Kerry,192000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-01,"kinsealy house, kinsealy, co dublin",,Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-09,"19b high park, drumcondra, dublin",Dublin 9,Dublin,125000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2012-12-13,"15 racecourse heights, oakpark, tralee",,Kerry,88000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-07-29,"6  hawthorn drive, ballygar",,Galway,118000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-10,"235 kestral, jacob's island, co cork",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-01-17,"144 walsh road, drumcondra",Dublin 9,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-24,"craughdarrig cross, asdee, listowel",,Kerry,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-23,"48 bracken court, donnybrook, douglas",,Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-14,"firoda upper, ballinakill, castlecomer",,Kilkenny,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-07-05,"1 the tide, kellys bay, skerries",,Dublin,262000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-16,"17 main st, tramore, waterford",,Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-28,"47 hughes mill, clonmel, county tipperary",,Tipperary,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-06,"49 castle farm, shankill, dublin 18",Dublin 18,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-11-06,"214 stanaway rd, kimmage, dublin 12",Dublin 12,Dublin,200500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-23,"65 juliet square, st edmunds, palmerstown",Dublin 20,Dublin,146550.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-14,"4 woodville rd, drumcondra, dublin 9",Dublin 9,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-08,"47 marrsfield avenue, belltree, clongriffin",Dublin 13,Dublin,295154.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-06-01,"46 alderwood, hollystown",,Dublin,92511.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2021-07-29,"44 the kilns, station rd, portmarnock",Dublin 13,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-08,"70 ashbrook gardens, ennis rd, limerick",,Limerick,342500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-11-03,"3 beinn aoibhinn, gortlee, letterkenny",,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,
