DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,CleanedPrice(€),Town,StockPrice,Population,quarter,QuarterNumber
2016-04-22,"['clooncan', ' castlerea', ' roscommon']",,Roscommon,115000.0,No,No,Second-Hand Dwelling house /Apartment,,115000.00000000007,,2091.58,,2016Q2,2.0
2019-01-15,"['50  larkfield heath', ' clay farm', ' leopardstown']",,Dublin,570000.41,No,Yes,New Dwelling house /Apartment,,570000.4099999998,,2610.3,,2019Q1,1.0
2015-10-09,"['50 wyckham place', ' wyckham bypass', ' dundrum dublin 16']",Dublin 16,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,,2014.89,,2015Q4,4.0
2014-07-08,"['41 cuchulainn heights', ' carlingford']",,Louth,144999.98,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,144999.9799999999,,1963.71,,2014Q3,3.0
2016-11-16,"['avoca', ' cove rd', ' tramore']",,Waterford,228000.0,No,No,Second-Hand Dwelling house /Apartment,,227999.9999999998,Small Towns,2176.94,,2016Q4,4.0
2020-12-08,"['45 rivercresent', ' virginia', ' cavan']",,Cavan,316000.0,No,No,Second-Hand Dwelling house /Apartment,,316000.0000000003,Cavan,3702.25,10914.0,2020Q4,4.0
2018-02-19,"['182 lower kimmage road', ' dublin 6w']",Dublin 6w,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,,499999.9999999997,,2732.22,,2018Q1,1.0
2013-12-19,"['18 marlstone manor', ' thurles', ' tipperary']",,Tipperary,125000.0,No,No,Second-Hand Dwelling house /Apartment,,124999.99999999993,Tipperary,1809.6,4979.0,2013Q4,4.0
2011-05-06,"['35 dunsink park', ' finglas', ' dublin 11']",Dublin 11,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,,155000.0,,1340.2,,2011Q2,2.0
2020-06-15,"['2 clone west', ' monamolin', ' gorey']",,Wexford,69999.99,No,Yes,New Dwelling house /Apartment,,69999.99000000003,Gorey,3066.59,9822.0,2020Q2,2.0
2021-05-21,"['24 gort an ghabhann', ' claregalway']",,Galway,263696.68,No,Yes,New Dwelling house /Apartment,,263696.6799999998,,4155.86,,2021Q2,2.0
2018-11-23,"['14 the crescent', ' priory court', ' watergrasshill']",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,,2632.56,,2018Q4,4.0
2019-05-01,"['6 ballincur park', ' kinnitty', ' offaly']",,Offaly,132500.0,No,No,Second-Hand Dwelling house /Apartment,,132499.99999999994,,2923.73,,2019Q2,2.0
2019-03-06,"['58 the woods', ' glounthaune', ' cork']",,Cork,350000.0,No,No,Second-Hand Dwelling house /Apartment,,350000.0000000001,Cork,2771.45,208669.0,2019Q1,1.0
2021-06-22,"['glencoe', ' the harbour', ' north beach']",,Wicklow,580000.0,No,No,Second-Hand Dwelling house /Apartment,,579999.9999999999,,4246.44,,2021Q2,2.0
2018-08-15,"['35 shanboley rd', ' beaumont', ' dublin 9']",Dublin 9,Dublin,417500.0,No,No,Second-Hand Dwelling house /Apartment,,417500.00000000006,,2818.37,,2018Q3,3.0
2015-12-17,"['doon west', ' ballybunion', ' co. kerry']",,Kerry,45000.0,No,No,Second-Hand Dwelling house /Apartment,,44999.99999999999,,2041.89,,2015Q4,4.0
2020-10-14,"['barnaboy', ' lawrencetown', ' ballinasloe']",,Galway,55000.0,No,No,Second-Hand Dwelling house /Apartment,,54999.99999999995,Small Towns,3488.67,,2020Q4,4.0
2011-11-30,"['30 cowper road', ' rathmines', ' dublin 6']",Dublin 6,Dublin,1650000.0,No,No,Second-Hand Dwelling house /Apartment,,,,1246.96,,2011Q4,4.0
2017-08-04,"['15 drynam dr', ' drynam hall', ' kettles lane']",,Dublin,327500.0,No,No,Second-Hand Dwelling house /Apartment,,327500.0000000001,,2476.83,,2017Q3,3.0
2018-11-19,"['tooreenagowan', ' knocknagoshel', ' kerry']",,Kerry,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,,2690.73,,2018Q4,4.0
2011-11-25,"['tall timbers', ' rathcolman', ' mullingar']",,Westmeath,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,Mullingar,1158.67,20928.0,2011Q4,4.0
2020-03-13,"['48 college park', ' letterkenny', ' donegal']",,Donegal,122500.0,No,No,Second-Hand Dwelling house /Apartment,,122499.9999999999,Letterkenny,2711.02,19274.0,2020Q1,1.0
2018-02-12,"['12 castlecourt apt', ' rathfarnham', ' dublin 14']",Dublin 14,Dublin,402000.0,No,No,Second-Hand Dwelling house /Apartment,,402000.0,,2656.0,,2018Q1,1.0
2019-07-02,"['13 wadelai rd', ' ballymun', ' dublin 11']",Dublin 11,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,,445000.0000000002,,2973.01,,2019Q3,3.0
2019-12-12,"['110 rath lodge', ' ashbourne', ' meath']",,Meath,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,,3168.57,,2019Q4,4.0
2021-09-08,"['coolagh', ' abbeyside', ' dungarvan']",,Waterford,460000.0,No,No,Second-Hand Dwelling house /Apartment,,459999.9999999996,Small Towns,4514.07,,2021Q3,3.0
2015-07-02,"['17 dartry park', ' cootehill', ' cavan']",,Cavan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,Cavan,2076.78,10914.0,2015Q3,3.0
2013-09-19,"['3 finvola park', ' dunfanaghy']",,Donegal,67000.0,No,No,Second-Hand Dwelling house /Apartment,,67000.00000000001,,1722.34,,2013Q3,3.0
2020-04-03,"['ballingarden', ' parke', ' castlebar']",,Mayo,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,Small Towns,2488.65,,2020Q2,2.0
2018-05-31,"['15 rivercourt', ' grattan quay', ' waterford']",,Waterford,70000.0,No,No,Second-Hand Dwelling house /Apartment,,69999.99999999994,Waterford,2705.27,53504.0,2018Q2,2.0
2014-07-10,"['31 ard na ri', ' carrigaline', ' cork']",,Cork,226500.0,No,No,Second-Hand Dwelling house /Apartment,,226500.0,Cork,1964.68,208669.0,2014Q3,3.0
2017-04-03,"['landscape', ' passage rd', ' waterford']",,Waterford,205200.0,No,No,Second-Hand Dwelling house /Apartment,,205200.0000000001,Waterford,2358.84,53504.0,2017Q2,2.0
2014-05-15,"['123 lally rd', ' ballyfermot', ' dublin 10']",Dublin 10,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,,120000.00000000006,,1870.85,,2014Q2,2.0
2014-06-09,"['11 cahirdown wood', ' listowel', ' kerry']",,Kerry,50000.0,No,No,Second-Hand Dwelling house /Apartment,,50000.00000000001,Small Towns,1951.27,,2014Q2,2.0
2020-09-10,"['58 main st', ' ballybay', ' monaghan']",,Monaghan,45000.0,No,No,Second-Hand Dwelling house /Apartment,,44999.99999999999,Small Towns,3339.19,,2020Q3,3.0
2017-07-18,"['2 parkside', ' westgate', ' bishopstown']",,Cork,450000.26,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,450000.2600000002,,2460.61,,2017Q3,3.0
2015-02-02,"['21 the oaks', ' ridgewood', ' forest rd']",,Dublin,237500.0,No,No,Second-Hand Dwelling house /Apartment,,237499.99999999997,,2020.85,,2015Q1,1.0
2017-07-12,"['castlegal', ' cliffany', ' co. sligo']",,Sligo,170000.0,No,No,Second-Hand Dwelling house /Apartment,,170000.0,,2443.25,,2017Q3,3.0
2017-07-19,"['apt 12 new bancroft place', ' main street', ' tallaght']",Dublin 24,Dublin,220128.82,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,220128.81999999983,,2473.83,,2017Q3,3.0
2012-12-20,"['apartment 1b', ' the old presbytery  cathedral place', ' killarney']",,Kerry,219999.99,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,219999.99000000017,Killarney,1443.69,14504.0,2012Q4,4.0
2014-09-23,"['apartment 309 the edges', ' block c2', ' sandyford']",Dublin 18,Dublin,287000.0,No,No,Second-Hand Dwelling house /Apartment,,286999.99999999977,,1982.77,,2014Q3,3.0
2018-07-20,"['11 drynam rise', ' drynham hall', ' kinsealy']",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,275000.00000000006,,2801.83,,2018Q3,3.0
2015-05-01,"['43 burnell green', ' northern cross', ' malahide road']",Dublin 17,Dublin,150713.24,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,150713.24000000005,,2108.29,,2015Q2,2.0
2013-11-13,"['41b crossneen manor', ' leighlin road', ' carlow']",,Carlow,93637.5,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,93637.50000000007,Carlow,1782.0,24272.0,2013Q4,4.0
2021-01-05,"['13 newtown park', ' tramore']",,Waterford,692350.0,No,Yes,New Dwelling house /Apartment,,,Small Towns,3726.86,,2021Q1,1.0
2014-12-10,"['apt 14', ' south channel court', ' south terrace']",,Cork,125000.0,No,No,Second-Hand Dwelling house /Apartment,,124999.99999999993,,2026.14,,2014Q4,4.0
2020-01-08,"['11 olde mill stone', ' killala road', ' ballina']",,Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,,149999.99999999994,Small Towns,3253.05,,2020Q1,1.0
2019-07-30,"['22 the avenue', ' broadmeadow vale', ' ratoath']",,Meath,414999.13,No,Yes,New Dwelling house /Apartment,,414999.13,,3013.18,,2019Q3,3.0
2017-11-03,"['25 hamilton avenue', ' mount hamilton', ' carrick road']",,Louth,209999.97,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,209999.97,,2587.84,,2017Q4,4.0
2017-07-26,"['5 ashfield', ' kilkenny']",,Kilkenny,292500.0,No,No,Second-Hand Dwelling house /Apartment,,292500.00000000023,Kilkenny,2477.83,26512.0,2017Q3,3.0
2014-01-07,"['27 radcliffe hall', ' st johns rd', ' dublin 4']",Dublin 4,Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,,470000.0,,1837.88,,2014Q1,1.0
2014-05-22,"['67 abbey vale', ' corbally', ' limerick']",,Limerick,97000.0,No,No,Second-Hand Dwelling house /Apartment,,96999.99999999996,Limerick,1892.49,94192.0,2014Q2,2.0
2014-01-31,"['14 palace crescent', ' longford', ' longford']",,Longford,26000.0,No,No,Second-Hand Dwelling house /Apartment,,25999.999999999985,Small Towns,1782.59,,2014Q1,1.0
2019-06-05,"['41 clooneen park', ' manorhamilton', ' leitrim']",,Leitrim,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,,2826.15,,2019Q2,2.0
2018-04-05,"['57 carton wood', ' dublin road', ' ma']",,Kildare,410000.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,410000.00000000006,,2662.84,,2018Q2,2.0
2020-07-24,"['23 appollonian suites', ' gallweys hill', ' tramore']",,Waterford,120000.0,No,No,Second-Hand Dwelling house /Apartment,,120000.00000000006,Small Towns,3215.63,,2020Q3,3.0
2017-09-18,"['4 sooreeney', ' sixmilebridge']",,Clare,358749.66,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,358749.65999999986,,2503.87,,2017Q3,3.0
2010-08-03,"['clone', ' kilmoganny']",,Kilkenny,50000.0,No,No,Second-Hand Dwelling house /Apartment,,50000.00000000001,,1120.46,,2010Q3,3.0
2013-03-15,"['16 shanrath road', ' castledermot road', ' athy']",,Kildare,100001.45,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,100001.45,Small Towns,1560.7,,2013Q1,1.0
2013-08-28,"['29 delvin banks', ' naul']",,Dublin,312125.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,312125.00000000023,,1634.96,,2013Q3,3.0
2012-06-20,"['23 willowbank drive', ' rathfarnham', ' dublin 16']",Dublin 16,Dublin,377500.0,No,No,Second-Hand Dwelling house /Apartment,,377499.9999999999,,1355.69,,2012Q2,2.0
2018-05-17,"['15 beech wood', ' prospect wood', ' longford']",,Longford,105000.0,No,No,Second-Hand Dwelling house /Apartment,,105000.00000000004,Small Towns,2720.13,,2018Q2,2.0
2016-05-11,"['3 chapel lane', ' blackabbey gate', ' adare']",,Limerick,295000.0,No,No,Second-Hand Dwelling house /Apartment,,295000.00000000006,,2064.46,,2016Q2,2.0
2015-08-17,"['24 dermot street', ' clongriffin']",Dublin 13,Dublin,274999.15,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,274999.15,,2102.44,,2015Q3,3.0
2012-10-18,"['18 orourke park', ' sallynoggin', ' dunlaoghaire']",,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,,210000.0000000001,,1457.34,,2012Q4,4.0
2019-03-05,"['upper lea', ' portarlington', ' county laois']",,Laois,90000.0,No,No,Second-Hand Dwelling house /Apartment,,89999.99999999997,,2789.65,,2019Q1,1.0
2019-03-20,"['76 trinity st', ' drogheda', ' louth']",,Louth,175000.0,No,No,Second-Hand Dwelling house /Apartment,,175000.00000000003,Drogheda,2824.23,40956.0,2019Q1,1.0
2020-02-26,"['3 kilmainhamwood', ' kells', ' meath']",,Meath,150000.0,No,No,Second-Hand Dwelling house /Apartment,,149999.99999999994,Small Towns,3116.39,,2020Q1,1.0
2014-01-15,"['12 the mews', ' clover meadows', ' ferrybank']",,Kilkenny,56750.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,56750.00000000005,,1848.38,,2014Q1,1.0
2021-01-07,"['milltown', ' ballysimon', ' limerick']",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,Limerick,3803.79,94192.0,2021Q1,1.0
2017-12-21,"['hamletwood lodge', ' hamlet lane', ' balbriggen']",,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,359999.99999999994,,2684.57,,2017Q4,4.0
2017-04-07,"['3 rosmeen', ' millmount rd', ' mullingar']",,Westmeath,95000.0,No,No,Second-Hand Dwelling house /Apartment,,95000.00000000006,Mullingar,2355.54,20928.0,2017Q2,2.0
2020-02-13,"['16 ashfield green', ' balbriggan', ' dublin']",,Dublin,243500.0,No,No,Second-Hand Dwelling house /Apartment,,243499.99999999988,Dublin,3373.94,1173179.0,2020Q1,1.0
2016-02-15,"['21 rehoboth place', ' dolphins barn', ' dublin 8']",Dublin 8,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,359999.99999999994,,1864.78,,2016Q1,1.0
2014-05-29,"['76 alexandra walk', ' abbeylands', ' clane']",,Kildare,212500.0,No,No,Second-Hand Dwelling house /Apartment,,212499.99999999985,,1920.03,,2014Q2,2.0
2019-10-31,"['18 annfield lawn', ' castleknock', ' dublin 15']",Dublin 15,Dublin,233000.0,No,No,Second-Hand Dwelling house /Apartment,,233000.0000000001,,3037.56,,2019Q4,4.0
2021-04-07,"['2 mount pleasant ave', ' wolfe tone st', ' limerick']",,Limerick,75000.0,No,No,Second-Hand Dwelling house /Apartment,,74999.99999999996,Limerick,4079.95,94192.0,2021Q2,2.0
2020-03-27,"['62 laurel grove', ' tagoat', ' rosslare harbour']",,Wexford,107000.0,No,No,Second-Hand Dwelling house /Apartment,,107000.00000000004,,2541.47,,2020Q1,1.0
2014-11-28,"['23 peyton drive', ' stoney road', ' rathcoole']",,Dublin,362257.95,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,362257.9500000001,,2067.56,,2014Q4,4.0
2018-12-07,"['20 the weavers', ' trusk rd', ' ballybofey']",,Donegal,137500.0,Yes,No,Second-Hand Dwelling house /Apartment,,137500.0,,2633.08,,2018Q4,4.0
2021-02-17,"['36 smithfield loft', ' king st north', ' dublin 7']",Dublin 7,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,,240000.00000000012,,3931.33,,2021Q1,1.0
2017-09-28,"['19 castleknock cross', ' ccastleknock', ' dublin 15']",Dublin 15,Dublin,312125.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,312125.00000000023,,2510.06,,2017Q3,3.0
2016-12-01,"['58 carrigeen estate', ' clonmel', ' co tipperary']",,Tipperary,55000.0,No,No,Second-Hand Dwelling house /Apartment,,54999.99999999995,Small Towns,2191.08,,2016Q4,4.0
2011-02-02,"['48 kilgobbin heights', ' stepaside']",,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,,579999.9999999999,,1304.03,,2011Q1,1.0
2017-01-23,"['19 foalies bridge', ' greathill', ' belturbet']",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,Small Towns,2265.2,,2017Q1,1.0
2016-08-29,"['117 richmond rd', ' fairview', ' dublin 3']",Dublin 3,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,,234999.99999999997,,2180.38,,2016Q3,3.0
2018-11-08,"['apt 16', ' harbour point', ' the quays']",,Longford,63000.0,No,No,Second-Hand Dwelling house /Apartment,,63000.00000000004,,2806.83,,2018Q4,4.0
2020-08-13,"['112 castlefield hall', ' clonsilla', ' dublin 15']",Dublin 15,Dublin,466999.16,No,Yes,New Dwelling house /Apartment,,466999.1599999997,,3373.43,,2020Q3,3.0
2021-12-01,"['9 the avenue', ' whitefield hall', ' bettystown']",,Meath,280000.01,No,Yes,New Dwelling house /Apartment,,280000.0099999998,,4513.04,,2021Q4,4.0
2020-12-22,"['greenore rd', ' carlingford', ' louth']",,Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,,200000.0000000001,,3687.26,,2020Q4,4.0
2018-12-19,"['37 longview mews', ' millers glen', ' swords']",,Dublin,325000.0,No,Yes,New Dwelling house /Apartment,,324999.9999999999,,2506.96,,2018Q4,4.0
2017-05-18,"['1 victoria st', ' dublin 8', ' dublin']",Dublin 8,Dublin,39000.0,No,No,Second-Hand Dwelling house /Apartment,,39000.00000000002,Dublin,2365.72,1173179.0,2017Q2,2.0
2014-09-12,"['33 sullane weirs', ' macroom', ' cork']",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,,170000.0,Cork,1985.54,208669.0,2014Q3,3.0
2014-06-06,"['3 priory street', ' clongriffin']",Dublin 13,Dublin,224998.99,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,224998.99,,1949.44,,2014Q2,2.0
2013-11-29,"['the farm', ' cloontabonniv', ' connolly']",,Clare,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,,1805.81,,2013Q4,4.0
2021-10-22,"['12 the pines', ' fairyhouse rd', ' ratoath']",,Meath,290000.0,No,No,Second-Hand Dwelling house /Apartment,,289999.9999999999,,4544.9,,2021Q4,4.0
2019-04-09,"['12 onward close', ' portmarnock', ' dublin']",Dublin 13,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,,539999.9999999995,Dublin,2878.2,1173179.0,2019Q2,2.0
2021-04-28,"['62 georgian close', ' drogheda', ' louth']",,Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,,200000.0000000001,Drogheda,4183.18,40956.0,2021Q2,2.0
2018-10-12,"['6 lios na sli', ' dublin rd', ' johnstown']",,Kilkenny,155000.0,Yes,No,Second-Hand Dwelling house /Apartment,,155000.0,,2767.13,,2018Q4,4.0
2012-12-18,"['48 bertram court', ' cornmarket', ' francis street']",,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,,124999.99999999993,,1446.79,,2012Q4,4.0
2014-01-31,"['100 cluain arra', ' newcastle west', ' limerick']",,Limerick,62000.0,No,No,Second-Hand Dwelling house /Apartment,,62000.00000000005,Limerick,1782.59,94192.0,2014Q1,1.0
2015-09-29,"['109 cluain shee', ' aikens village', ' sandyford']",Dublin 18,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,285000.0,,1884.09,,2015Q3,3.0
2021-01-19,"['13 the downs', ' moyglare hall', ' moyglare road']",,Kildare,487498.39,No,Yes,New Dwelling house /Apartment,,487498.3900000001,,3798.91,,2021Q1,1.0
2014-03-28,"['willowbrook', ' balheary rd', ' swords']",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,,550000.0000000001,,1857.62,,2014Q1,1.0
2017-12-19,"['apt 607 one beacon', ' beacon court', ' blackthorn rd dublin 18']",Dublin 18,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,,400000.0000000002,,2681.47,,2017Q4,4.0
2021-04-20,"['8 parklands row', ' parklands', ' citywest']",,Dublin,344999.99,No,Yes,New Dwelling house /Apartment,,344999.99000000017,,4134.94,,2021Q2,2.0
2012-05-23,"['35 grallow wood', ' abbeyleix']",,Laois,85011.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,85011.5,,1318.86,,2012Q2,2.0
2017-01-31,"['2 ventry road', ' cabra west', ' dublin 7']",Dublin 7,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,,194999.99999999997,,2278.87,,2017Q1,1.0
2016-01-11,"['21 ship street', ' drogheda', ' county louth']",,Louth,7250.0,No,No,Second-Hand Dwelling house /Apartment,,7250.000000000001,Drogheda,1923.67,40956.0,2016Q1,1.0
2020-12-18,"['188 malahide road', ' donnycarney', ' dublin 3']",Dublin 3,Dublin,332000.0,No,No,Second-Hand Dwelling house /Apartment,,332000.0000000001,,3709.41,,2020Q4,4.0
2020-03-11,"['1 ashleigh park', ' coolcotts', ' wexford']",,Wexford,191800.0,No,No,Second-Hand Dwelling house /Apartment,,191800.0,Wexford,2741.38,20188.0,2020Q1,1.0
2016-06-24,"['1 bishops field', ' williamstown rd', ' waterford']",,Waterford,250000.0,No,No,Second-Hand Dwelling house /Apartment,,249999.99999999985,Waterford,2037.41,53504.0,2016Q2,2.0
2021-07-06,"['2 sycamore rd', ' rathnapish', ' carlow']",,Carlow,205000.0,No,No,Second-Hand Dwelling house /Apartment,,205000.0,Carlow,4343.54,24272.0,2021Q3,3.0
2019-11-20,"['6 rockytown cresent', ' causeway rd', ' buncrana']",,Donegal,144000.0,No,No,Second-Hand Dwelling house /Apartment,,144000.00000000012,Small Towns,3108.46,,2019Q4,4.0
2014-12-15,"['71 lanesbrough court', ' finglas east', ' finglas']",Dublin 11,Dublin,138500.0,No,No,Second-Hand Dwelling house /Apartment,,138500.0000000001,,1989.63,,2014Q4,4.0
2010-07-26,"['33 toorvalley', ' moate']",,Westmeath,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,,1115.01,,2010Q3,3.0
2017-09-11,"['34 bewley drive', ' willsbrook woods', ' lucan']",,Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,,455000.0000000002,,2488.11,,2017Q3,3.0
2016-12-22,"['9 scarbh leathan', ' greenane', ' kanturk']",,Cork,169999.99,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,169999.99000000005,,2260.96,,2016Q4,4.0
2018-03-12,"['75 norbury wood green', ' tullamore', ' co offaly']",,Offaly,162000.0,Yes,No,Second-Hand Dwelling house /Apartment,,161999.99999999988,Small Towns,2783.02,,2018Q1,1.0
